2016-01-01:0700;26_HOTEL_POLICE_LYON_Roof_1_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Roof_1_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Roof_1_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Roof_1_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Roof_1_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Roof_1_Poly;0
2016-01-01:1300;26_HOTEL_POLICE_LYON_Roof_1_Poly;0
2016-01-01:1400;26_HOTEL_POLICE_LYON_Roof_1_Poly;0
2016-01-01:1500;26_HOTEL_POLICE_LYON_Roof_1_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Roof_1_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Roof_1_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Roof_1_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Roof_1_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Roof_1_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Roof_1_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Roof_1_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Roof_1_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Roof_2_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Roof_2_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Roof_2_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Roof_2_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Roof_2_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Roof_2_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Roof_2_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Roof_2_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Roof_2_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Roof_2_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Roof_2_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Roof_2_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Roof_2_Poly;0
2016-01-01:1300;26_HOTEL_POLICE_LYON_Roof_2_Poly;0
2016-01-01:1400;26_HOTEL_POLICE_LYON_Roof_2_Poly;0
2016-01-01:1500;26_HOTEL_POLICE_LYON_Roof_2_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Roof_2_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Roof_2_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Roof_2_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Roof_2_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Roof_2_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Roof_2_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Roof_2_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Roof_2_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Roof_3_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Roof_3_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Roof_3_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Roof_3_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Roof_3_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Roof_3_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Roof_3_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Roof_3_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Roof_3_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Roof_3_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Roof_3_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Roof_3_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Roof_3_Poly;1
2016-01-01:1300;26_HOTEL_POLICE_LYON_Roof_3_Poly;1
2016-01-01:1400;26_HOTEL_POLICE_LYON_Roof_3_Poly;0
2016-01-01:1500;26_HOTEL_POLICE_LYON_Roof_3_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Roof_3_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Roof_3_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Roof_3_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Roof_3_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Roof_3_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Roof_3_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Roof_3_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Roof_3_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Roof_4_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Roof_4_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Roof_4_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Roof_4_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Roof_4_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Roof_4_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Roof_4_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Roof_4_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Roof_4_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Roof_4_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Roof_4_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Roof_4_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Roof_4_Poly;1
2016-01-01:1300;26_HOTEL_POLICE_LYON_Roof_4_Poly;0
2016-01-01:1400;26_HOTEL_POLICE_LYON_Roof_4_Poly;0
2016-01-01:1500;26_HOTEL_POLICE_LYON_Roof_4_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Roof_4_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Roof_4_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Roof_4_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Roof_4_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Roof_4_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Roof_4_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Roof_4_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Roof_4_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Roof_5_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Roof_5_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Roof_5_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Roof_5_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Roof_5_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Roof_5_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Roof_5_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Roof_5_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Roof_5_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Roof_5_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Roof_5_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Roof_5_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Roof_5_Poly;0
2016-01-01:1300;26_HOTEL_POLICE_LYON_Roof_5_Poly;0
2016-01-01:1400;26_HOTEL_POLICE_LYON_Roof_5_Poly;0
2016-01-01:1500;26_HOTEL_POLICE_LYON_Roof_5_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Roof_5_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Roof_5_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Roof_5_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Roof_5_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Roof_5_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Roof_5_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Roof_5_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Roof_5_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Roof_6_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Roof_6_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Roof_6_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Roof_6_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Roof_6_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Roof_6_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Roof_6_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Roof_6_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Roof_6_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Roof_6_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Roof_6_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Roof_6_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Roof_6_Poly;0
2016-01-01:1300;26_HOTEL_POLICE_LYON_Roof_6_Poly;0
2016-01-01:1400;26_HOTEL_POLICE_LYON_Roof_6_Poly;0
2016-01-01:1500;26_HOTEL_POLICE_LYON_Roof_6_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Roof_6_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Roof_6_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Roof_6_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Roof_6_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Roof_6_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Roof_6_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Roof_6_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Roof_6_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Roof_7_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Roof_7_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Roof_7_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Roof_7_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Roof_7_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Roof_7_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Roof_7_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Roof_7_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Roof_7_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Roof_7_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Roof_7_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Roof_7_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Roof_7_Poly;0
2016-01-01:1300;26_HOTEL_POLICE_LYON_Roof_7_Poly;1
2016-01-01:1400;26_HOTEL_POLICE_LYON_Roof_7_Poly;0
2016-01-01:1500;26_HOTEL_POLICE_LYON_Roof_7_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Roof_7_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Roof_7_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Roof_7_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Roof_7_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Roof_7_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Roof_7_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Roof_7_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Roof_7_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Roof_8_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Roof_8_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Roof_8_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Roof_8_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Roof_8_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Roof_8_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Roof_8_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Roof_8_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Roof_8_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Roof_8_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Roof_8_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Roof_8_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Roof_8_Poly;0
2016-01-01:1300;26_HOTEL_POLICE_LYON_Roof_8_Poly;1
2016-01-01:1400;26_HOTEL_POLICE_LYON_Roof_8_Poly;1
2016-01-01:1500;26_HOTEL_POLICE_LYON_Roof_8_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Roof_8_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Roof_8_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Roof_8_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Roof_8_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Roof_8_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Roof_8_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Roof_8_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Roof_8_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Roof_9_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Roof_9_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Roof_9_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Roof_9_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Roof_9_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Roof_9_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Roof_9_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Roof_9_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Roof_9_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Roof_9_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Roof_9_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Roof_9_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Roof_9_Poly;0
2016-01-01:1300;26_HOTEL_POLICE_LYON_Roof_9_Poly;1
2016-01-01:1400;26_HOTEL_POLICE_LYON_Roof_9_Poly;1
2016-01-01:1500;26_HOTEL_POLICE_LYON_Roof_9_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Roof_9_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Roof_9_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Roof_9_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Roof_9_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Roof_9_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Roof_9_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Roof_9_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Roof_9_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Roof_10_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Roof_10_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Roof_10_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Roof_10_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Roof_10_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Roof_10_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Roof_10_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Roof_10_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Roof_10_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Roof_10_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Roof_10_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Roof_10_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Roof_10_Poly;0
2016-01-01:1300;26_HOTEL_POLICE_LYON_Roof_10_Poly;1
2016-01-01:1400;26_HOTEL_POLICE_LYON_Roof_10_Poly;1
2016-01-01:1500;26_HOTEL_POLICE_LYON_Roof_10_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Roof_10_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Roof_10_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Roof_10_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Roof_10_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Roof_10_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Roof_10_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Roof_10_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Roof_10_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Roof_11_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Roof_11_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Roof_11_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Roof_11_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Roof_11_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Roof_11_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Roof_11_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Roof_11_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Roof_11_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Roof_11_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Roof_11_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Roof_11_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Roof_11_Poly;0
2016-01-01:1300;26_HOTEL_POLICE_LYON_Roof_11_Poly;1
2016-01-01:1400;26_HOTEL_POLICE_LYON_Roof_11_Poly;1
2016-01-01:1500;26_HOTEL_POLICE_LYON_Roof_11_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Roof_11_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Roof_11_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Roof_11_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Roof_11_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Roof_11_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Roof_11_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Roof_11_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Roof_11_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Roof_12_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Roof_12_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Roof_12_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Roof_12_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Roof_12_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Roof_12_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Roof_12_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Roof_12_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Roof_12_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Roof_12_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Roof_12_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Roof_12_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Roof_12_Poly;0
2016-01-01:1300;26_HOTEL_POLICE_LYON_Roof_12_Poly;1
2016-01-01:1400;26_HOTEL_POLICE_LYON_Roof_12_Poly;1
2016-01-01:1500;26_HOTEL_POLICE_LYON_Roof_12_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Roof_12_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Roof_12_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Roof_12_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Roof_12_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Roof_12_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Roof_12_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Roof_12_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Roof_12_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Roof_13_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Roof_13_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Roof_13_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Roof_13_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Roof_13_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Roof_13_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Roof_13_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Roof_13_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Roof_13_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Roof_13_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Roof_13_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Roof_13_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Roof_13_Poly;0
2016-01-01:1300;26_HOTEL_POLICE_LYON_Roof_13_Poly;0
2016-01-01:1400;26_HOTEL_POLICE_LYON_Roof_13_Poly;0
2016-01-01:1500;26_HOTEL_POLICE_LYON_Roof_13_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Roof_13_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Roof_13_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Roof_13_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Roof_13_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Roof_13_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Roof_13_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Roof_13_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Roof_13_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Roof_14_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Roof_14_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Roof_14_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Roof_14_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Roof_14_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Roof_14_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Roof_14_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Roof_14_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Roof_14_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Roof_14_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Roof_14_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Roof_14_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Roof_14_Poly;0
2016-01-01:1300;26_HOTEL_POLICE_LYON_Roof_14_Poly;1
2016-01-01:1400;26_HOTEL_POLICE_LYON_Roof_14_Poly;1
2016-01-01:1500;26_HOTEL_POLICE_LYON_Roof_14_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Roof_14_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Roof_14_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Roof_14_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Roof_14_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Roof_14_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Roof_14_Poly;0
